epoch,train_loss,Upscale
0,0.007656949572265148,2
1,0.0035510361194610596,2
2,0.0035842976067215204,2
3,0.0036535561084747314,2
4,0.0034124283120036125,2
5,0.0034000410232692957,2
6,0.003401189111173153,2
7,0.00339341233484447,2
8,0.00329406070522964,2
9,0.003915319684892893,2
10,0.003175756661221385,2
11,0.0032567717134952545,2
12,0.0031944180373102427,2
13,0.00318668014369905,2
14,0.003228861140087247,2
15,0.0030723593663424253,2
16,0.0030678838957101107,2
17,0.0030669192783534527,2
18,0.0030632326379418373,2
19,0.003061413299292326,2
20,0.003060530638322234,2
21,0.0030582724139094353,2
22,0.003053992288187146,2
23,0.003053529653698206,2
24,0.003050945233553648,2
25,0.003047756152227521,2
26,0.0030452304054051638,2
27,0.003043335396796465,2
28,0.003040764480829239,2
29,0.0030383558478206396,2
30,0.0030364932026714087,2
31,0.003034155583009124,2
32,0.003031641012057662,2
33,0.0030290260910987854,2
34,0.0030270505230873823,2
35,0.003024913603439927,2
36,0.0030213261488825083,2
37,0.003020261647179723,2
38,0.0030163750052452087,2
39,0.003015020629391074,2
40,0.0030114136170595884,2
41,0.0030090538784861565,2
42,0.003007745137438178,2
43,0.0030071265064179897,2
44,0.0030035634990781546,2
45,0.0030008612666279078,2
46,0.003001132281497121,2
47,0.0029994789510965347,2
48,0.002996966242790222,2
49,0.0029975424986332655,2
50,0.002994073089212179,2
51,0.0029952062759548426,2
52,0.002992392750456929,2
53,0.002991847461089492,2
54,0.0029912421014159918,2
55,0.00299008353613317,2
56,0.0029886660631746054,2
57,0.0029870488215237856,2
58,0.0029860225040465593,2
59,0.002986306557431817,2
60,0.002985261846333742,2
61,0.0029831198044121265,2
62,0.0029839221388101578,2
63,0.002982501871883869,2
64,0.0029796259477734566,2
65,0.0029804192017763853,2
66,0.0029821028001606464,2
67,0.0029787097591906786,2
68,0.0029779255855828524,2
69,0.002978846663609147,2
70,0.0029769933316856623,2
71,0.002977970754727721,2
72,0.002976057818159461,2
73,0.0029756936710327864,2
74,0.0029745311476290226,2
75,0.002973100868985057,2
76,0.0029738815501332283,2
77,0.002970987232401967,2
78,0.0029723881743848324,2
79,0.0029732135590165854,2
80,0.002966629806905985,2
81,0.002967395121231675,2
82,0.002966920379549265,2
83,0.00296719279140234,2
84,0.002967814216390252,2
85,0.002966493833810091,2
86,0.002966769505292177,2
87,0.0029665224719792604,2
88,0.0029666759073734283,2
89,0.0029664922039955854,2
90,0.002965942956507206,2
91,0.0029676808044314384,2
92,0.0029660030268132687,2
93,0.002965932944789529,2
94,0.002965321997180581,2
95,0.0029658821877092123,2
96,0.0029654400423169136,2
97,0.00296518811956048,2
98,0.0029653271194547415,2
99,0.0029648689087480307,2
